timestamp,protocol,src_ip,src_port,dst_ip,dst_port,signature
2024-06-08 15:00:22,TCP,192.168.1.12,41702,192.168.1.50,162,PROTOCOL-SNMP trap tcp
2024-06-08 15:00:22,TCP,192.168.1.12,58564,192.168.1.50,161,PROTOCOL-SNMP request tcp
2024-06-08 15:00:22,TCP,192.168.1.12,41712,192.168.1.50,162,PROTOCOL-SNMP trap tcp
2024-06-08 15:00:22,TCP,192.168.1.12,36198,192.168.1.50,23,SERVER-OTHER CCProxy telnet ping buffer overflow attempt
2024-06-08 15:00:22,TCP,192.168.1.12,41728,192.168.1.50,162,PROTOCOL-SNMP trap tcp
2024-06-08 15:00:23,TCP,192.168.1.12,41728,192.168.1.50,162,PROTOCOL-SNMP trap tcp
2024-06-08 15:00:23,TCP,192.168.1.12,58574,192.168.1.50,161,PROTOCOL-SNMP request tcp
2024-06-08 15:00:23,TCP,192.168.1.12,46844,192.168.1.50,143,SERVER-MAIL Multiple IMAP servers APPEND command buffer overflow attempt
2024-06-08 15:00:23,TCP,192.168.1.12,36218,192.168.1.50,23,SERVER-OTHER CCProxy telnet ping buffer overflow attempt
2024-06-08 15:00:23,TCP,192.168.1.12,58584,192.168.1.50,161,PROTOCOL-SNMP request tcp
2024-06-08 15:00:23,TCP,192.168.1.12,58586,192.168.1.50,161,PROTOCOL-SNMP request tcp
2024-06-08 15:00:23,TCP,192.168.1.12,36228,192.168.1.50,23,SERVER-OTHER CCProxy telnet ping buffer overflow attempt
2024-06-08 15:00:23,TCP,192.168.1.12,58592,192.168.1.50,161,PROTOCOL-SNMP request tcp
2024-06-08 15:00:23,TCP,192.168.1.12,36242,192.168.1.50,23,SERVER-OTHER CCProxy telnet ping buffer overflow attempt
2024-06-08 15:00:27,UDP,192.168.1.12,54239,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-06-08 15:00:28,UDP,192.168.1.12,54239,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-06-08 15:00:29,UDP,192.168.1.12,54239,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-06-08 15:00:30,UDP,192.168.1.12,54239,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-06-08 15:00:52,TCP,192.168.1.12,37604,192.168.1.50,161,PROTOCOL-SNMP request tcp
2024-06-08 15:00:52,TCP,192.168.1.12,37612,192.168.1.50,161,PROTOCOL-SNMP request tcp
2024-06-08 15:00:52,TCP,192.168.1.12,40318,192.168.1.50,162,PROTOCOL-SNMP trap tcp
2024-06-08 15:00:52,TCP,192.168.1.12,40324,192.168.1.50,162,PROTOCOL-SNMP trap tcp
2024-06-08 15:01:27,UDP,192.168.1.12,40451,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:33,UDP,192.168.1.44,64265,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:33,UDP,192.168.1.25,49661,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:33,UDP,192.168.1.44,63063,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:33,UDP,192.168.1.25,63996,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:33,UDP,192.168.1.44,65225,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:33,UDP,192.168.1.25,62089,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:34,UDP,192.168.1.44,64265,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:34,UDP,192.168.1.25,49661,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:34,UDP,192.168.1.44,63063,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:34,UDP,192.168.1.25,63996,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:34,UDP,192.168.1.44,65225,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:34,UDP,192.168.1.25,62089,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:35,UDP,192.168.1.44,64265,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:35,UDP,192.168.1.25,49661,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:35,UDP,192.168.1.44,63063,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:35,UDP,192.168.1.25,63996,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:35,UDP,192.168.1.44,65225,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:35,UDP,192.168.1.25,62089,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:36,UDP,192.168.1.44,64265,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:36,UDP,192.168.1.25,49661,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:36,UDP,192.168.1.44,63063,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:36,UDP,192.168.1.25,63996,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:36,UDP,192.168.1.44,65225,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:36,UDP,192.168.1.25,62089,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:37,UDP,192.168.1.12,37946,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:38,UDP,192.168.1.12,37946,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:39,UDP,192.168.1.12,37946,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:28:40,UDP,192.168.1.12,37946,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:33,UDP,192.168.1.44,52004,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:33,UDP,192.168.1.25,58053,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:33,UDP,192.168.1.44,61096,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:33,UDP,192.168.1.25,59451,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:33,UDP,192.168.1.44,50890,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:33,UDP,192.168.1.25,54982,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:34,UDP,192.168.1.44,52004,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:34,UDP,192.168.1.25,58053,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:34,UDP,192.168.1.44,61096,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:34,UDP,192.168.1.25,59451,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:34,UDP,192.168.1.44,50890,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:34,UDP,192.168.1.25,54982,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:35,UDP,192.168.1.44,52004,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:35,UDP,192.168.1.25,58053,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:35,UDP,192.168.1.44,61096,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:35,UDP,192.168.1.25,59451,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:35,UDP,192.168.1.44,50890,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:35,UDP,192.168.1.25,54982,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:36,UDP,192.168.1.44,52004,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:36,UDP,192.168.1.25,58053,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:36,UDP,192.168.1.44,61096,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:36,UDP,192.168.1.25,59451,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:36,UDP,192.168.1.44,50890,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:36,UDP,192.168.1.25,54982,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:37,UDP,192.168.1.12,59472,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:38,UDP,192.168.1.12,59472,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:39,UDP,192.168.1.12,59472,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:30:40,UDP,192.168.1.12,59472,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:33,UDP,192.168.1.44,60711,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:33,UDP,192.168.1.25,58160,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:33,UDP,192.168.1.44,63187,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:33,UDP,192.168.1.25,61680,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:33,UDP,192.168.1.44,62691,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:33,UDP,192.168.1.25,58045,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:34,UDP,192.168.1.44,60711,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:34,UDP,192.168.1.25,58160,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:34,UDP,192.168.1.44,63187,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:34,UDP,192.168.1.25,61680,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:34,UDP,192.168.1.44,62691,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:34,UDP,192.168.1.25,58045,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:35,UDP,192.168.1.44,60711,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:35,UDP,192.168.1.25,58160,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:35,UDP,192.168.1.44,63187,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:35,UDP,192.168.1.25,61680,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:35,UDP,192.168.1.44,62691,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:35,UDP,192.168.1.25,58045,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:36,UDP,192.168.1.44,60711,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:36,UDP,192.168.1.25,58160,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:36,UDP,192.168.1.44,63187,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:36,UDP,192.168.1.25,61680,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:36,UDP,192.168.1.44,62691,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:36,UDP,192.168.1.25,58045,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:37,UDP,192.168.1.12,47014,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:38,UDP,192.168.1.12,47014,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:39,UDP,192.168.1.12,47014,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:32:40,UDP,192.168.1.12,47014,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:33,UDP,192.168.1.44,60240,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:33,UDP,192.168.1.25,51086,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:33,UDP,192.168.1.44,62412,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:33,UDP,192.168.1.25,55459,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:33,UDP,192.168.1.44,63568,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:33,UDP,192.168.1.25,59110,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:34,UDP,192.168.1.44,60240,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:34,UDP,192.168.1.25,51086,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:34,UDP,192.168.1.44,62412,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:34,UDP,192.168.1.25,55459,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:34,UDP,192.168.1.44,63568,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:34,UDP,192.168.1.25,59110,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:35,UDP,192.168.1.44,60240,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:35,UDP,192.168.1.25,51086,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:35,UDP,192.168.1.44,62412,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:35,UDP,192.168.1.25,55459,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:35,UDP,192.168.1.44,63568,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:35,UDP,192.168.1.25,59110,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:36,UDP,192.168.1.44,60240,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:36,UDP,192.168.1.25,51086,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:36,UDP,192.168.1.44,62412,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:36,UDP,192.168.1.25,55459,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:36,UDP,192.168.1.44,63568,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:36,UDP,192.168.1.25,59110,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:37,UDP,192.168.1.12,43671,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:38,UDP,192.168.1.12,43671,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:39,UDP,192.168.1.12,43671,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:40,UDP,192.168.1.12,43671,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:34:41,UDP,192.168.1.12,53,192.168.1.2,161,PROTOCOL-SNMP request udp
2024-07-06 12:34:41,UDP,192.168.1.12,53,192.168.1.2,161,SERVER-OTHER Bay/Nortel Nautica Marlin
2024-07-06 12:34:42,UDP,192.168.1.12,53,192.168.1.2,162,PROTOCOL-SNMP trap udp
2024-07-06 12:36:33,UDP,192.168.1.44,61117,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:33,UDP,192.168.1.44,62819,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:33,UDP,192.168.1.25,53866,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:33,UDP,192.168.1.25,63185,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:33,UDP,192.168.1.44,64028,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:33,UDP,192.168.1.25,60768,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:34,UDP,192.168.1.44,61117,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:34,UDP,192.168.1.25,53866,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:34,UDP,192.168.1.44,62819,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:34,UDP,192.168.1.25,63185,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:34,UDP,192.168.1.44,64028,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:34,UDP,192.168.1.25,60768,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:35,UDP,192.168.1.25,53866,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:35,UDP,192.168.1.44,62819,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:35,UDP,192.168.1.44,61117,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:35,UDP,192.168.1.25,63185,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:35,UDP,192.168.1.44,64028,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:35,UDP,192.168.1.25,60768,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:36,UDP,192.168.1.44,61117,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:36,UDP,192.168.1.44,62819,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:36,UDP,192.168.1.25,53866,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:36,UDP,192.168.1.25,63185,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:36,UDP,192.168.1.44,64028,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:36,UDP,192.168.1.25,60768,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:37,UDP,192.168.1.12,44808,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:38,UDP,192.168.1.12,44808,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:39,UDP,192.168.1.12,44808,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:36:40,UDP,192.168.1.12,44808,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:37:50,UDP,192.168.1.12,53,192.168.1.2,161,PROTOCOL-SNMP request udp
2024-07-06 12:37:50,UDP,192.168.1.12,53,192.168.1.2,161,SERVER-OTHER Bay/Nortel Nautica Marlin
2024-07-06 12:37:51,UDP,192.168.1.12,53,192.168.1.2,162,PROTOCOL-SNMP trap udp
2024-07-06 12:38:29,TCP,192.168.1.12,64016,192.168.1.2,162,PROTOCOL-SNMP trap tcp
2024-07-06 12:38:33,TCP,192.168.1.12,64016,192.168.1.2,705,PROTOCOL-SNMP AgentX/tcp request
2024-07-06 12:38:33,TCP,192.168.1.12,64018,192.168.1.2,705,PROTOCOL-SNMP AgentX/tcp request
2024-07-06 12:38:33,UDP,192.168.1.44,60255,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:33,UDP,192.168.1.25,61479,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:33,UDP,192.168.1.44,63134,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:33,UDP,192.168.1.25,50349,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:33,UDP,192.168.1.44,50429,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:33,UDP,192.168.1.25,57319,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:34,UDP,192.168.1.44,60255,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:34,UDP,192.168.1.25,61479,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:34,UDP,192.168.1.44,63134,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:34,UDP,192.168.1.25,50349,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:34,UDP,192.168.1.44,50429,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:34,UDP,192.168.1.25,57319,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:35,UDP,192.168.1.44,60255,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:35,UDP,192.168.1.25,61479,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:35,UDP,192.168.1.44,63134,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:35,UDP,192.168.1.25,50349,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:35,UDP,192.168.1.44,50429,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:35,UDP,192.168.1.25,57319,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:36,TCP,192.168.1.12,64016,192.168.1.2,161,PROTOCOL-SNMP request tcp
2024-07-06 12:38:36,UDP,192.168.1.44,60255,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:36,UDP,192.168.1.25,61479,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:36,UDP,192.168.1.44,63134,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:36,UDP,192.168.1.25,50349,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:36,UDP,192.168.1.44,50429,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:36,UDP,192.168.1.25,57319,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:37,UDP,192.168.1.12,32910,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
2024-07-06 12:38:38,UDP,192.168.1.12,32910,239.255.255.250,1900,INDICATOR-SCAN UPnP service discover attempt
